,ID,PF
10542,Q9BZD4,PF03800
10543,Q9BZE1,PF07147
10544,Q9BZE4,PF06858
10545,Q9BZE4,PF17835
10546,Q9BZE4,PF08155
10547,Q9BZE9,PF00789
10548,Q9BZE9,PF11470
10549,Q9BZG1,PF00071
10550,Q9BZG8,PF01866
10551,Q9BZG9,PF00087
10552,Q9BZI7,PF03467
10553,Q9BZJ6,PF00001
10554,Q9BZJ7,PF00001
10555,Q9BZJ8,PF00001
10556,Q9BZK7,PF08513
10557,Q9BZK7,PF00400
10558,Q9BZL1,PF00240
10559,Q9BZM2,PF00068
10560,Q9BZM4,PF00129
10561,Q9BZM5,PF00129
10562,Q9BZM6,PF00129
10563,Q9BZP6,PF01607
10564,Q9BZP6,PF00704
10565,Q9BZQ4,PF01467
10566,Q9BZR6,PF13855
10567,Q9BZR9,PF15227
10568,Q9BZS1,PF00250
10569,Q9BZS1,PF16159
10570,Q9BZV1,PF00789
10571,Q9BZV1,PF09409
10572,Q9BZV2,PF01770
10573,Q9BZW2,PF00939
10574,Q9BZW8,PF13895
10575,Q9BZW8,PF11465
10576,Q9BZY9,PF00643
10577,Q9BZY9,PF15227
10578,Q9BZZ5,PF05918
10579,Q9C002,PF06522
10580,Q9C004,PF05210
10581,Q9C005,PF05186
10582,Q9C029,PF00643
10583,Q9C029,PF15227
10584,Q9C029,PF00622
10585,Q9C029,PF13765
10586,Q9C030,PF00643
10587,Q9C030,PF13445
10588,Q9C030,PF00622
10589,Q9C035,PF00643
10590,Q9C035,PF13445
10591,Q9C035,PF00622
10592,Q9C037,PF00643
10593,Q9C037,PF15227
10594,Q9C037,PF00622
10595,Q9C086,PF04795
10596,Q9C086,PF04438
10597,Q9C0B1,PF12933
10598,Q9C0B1,PF12934
10599,Q9C0D9,PF01066
10600,Q9C0E8,PF10058
10601,Q9C0F1,PF15007
10602,Q9C0F3,PF01352
10603,Q9C0F3,PF00096
10604,Q9C0H2,PF04906
10605,Q9C0J1,PF01762
10606,Q9C0K1,PF02535
10607,Q9C0K3,PF00022
10608,Q9C0K7,PF00069
10609,Q9GIY3,PF00969
10610,Q9GIY3,PF07654
10611,Q9GZK3,PF13853
10612,Q9GZK4,PF13853
10613,Q9GZK6,PF13853
10614,Q9GZK7,PF13853
10615,Q9GZL7,PF00400
10616,Q9GZL7,PF08154
10617,Q9GZM6,PF13853
10618,Q9GZM7,PF00112
10619,Q9GZM8,PF04880
10620,Q9GZN2,PF05920
10621,Q9GZN7,PF10259
10622,Q9GZP0,PF00431
10623,Q9GZP0,PF00341
10624,Q9GZP1,PF14927
10625,Q9GZP4,PF06201
10626,Q9GZP8,PF15761
10627,Q9GZP9,PF04511
10628,Q9GZQ4,PF19285
10629,Q9GZQ4,PF00001
10630,Q9GZQ6,PF00001
10631,Q9GZQ8,PF02991
10632,Q9GZR2,PF00929
10633,Q9GZR5,PF01151
10634,Q9GZS1,PF06870
10635,Q9GZS3,PF00400
10636,Q9GZS9,PF00685
10637,Q9GZT3,PF00076
10638,Q9GZT4,PF00291
10639,Q9GZT5,PF00110
10640,Q9GZT6,PF07798
10641,Q9GZT8,PF01784
10642,Q9GZT9,PF13640
10643,Q9GZT9,PF01753
10644,Q9GZU0,PF15130
10645,Q9GZU1,PF08016
10646,Q9GZU5,PF00560
10647,Q9GZU5,PF01462
10648,Q9GZU5,PF13855
10649,Q9GZU7,PF03031
10650,Q9GZU8,PF10187
10651,Q9GZV1,PF12796
10652,Q9GZV3,PF00474
10653,Q9GZV4,PF01287
10654,Q9GZV5,PF00397
10655,Q9GZV8,PF00096
10656,Q9GZV9,PF00167
10657,Q9GZX3,PF00685
10658,Q9GZX5,PF01352
10659,Q9GZX5,PF00096
10660,Q9GZX6,PF14565
10661,Q9GZX7,PF18772
10662,Q9GZX9,PF04668
10663,Q9GZY4,PF08695
10664,Q9GZY6,PF15703
10665,Q9GZY8,PF05644
10666,Q9GZZ1,PF00583
10667,Q9GZZ6,PF02931
10668,Q9GZZ6,PF02932
10669,Q9GZZ7,PF02351
10670,Q9GZZ9,PF00899
10671,Q9H000,PF18044
10672,Q9H000,PF14608
10673,Q9H000,PF00642
10674,Q9H000,PF00097
10675,Q9H008,PF13344
10676,Q9H008,PF13242
10677,Q9H015,PF00083
10678,Q9H040,PF10263
10679,Q9H061,PF07114
10680,Q9H063,PF09174
10681,Q9H069,PF13855
10682,Q9H074,PF07145
10683,Q9H074,PF02854
10684,Q9H079,PF13925
10685,Q9H081,PF05859
10686,Q9H082,PF00071
10687,Q9H089,PF01926
10688,Q9H095,PF00612
10689,Q9H0A6,PF13639
10690,Q9H0A6,PF13445
10691,Q9H0A6,PF00612
10692,Q9H0A8,PF07258
10693,Q9H0B6,PF13424
10694,Q9H0B8,PF03815
10695,Q9H0B8,PF00188
10696,Q9H0C1,PF01753
10697,Q9H0C2,PF00153
10698,Q9H0C3,PF15113
10699,Q9H0C5,PF07707
10700,Q9H0C5,PF00651
10701,Q9H0C5,PF08005
10702,Q9H0E2,PF00168
10703,Q9H0E2,PF02845
10704,Q9H0F5,PF13639
10705,Q9H0F6,PF16764
10706,Q9H0F7,PF00025
10707,Q9H0G5,PF09745
10708,Q9H0H3,PF01344
10709,Q9H0H3,PF07707
10710,Q9H0H3,PF00651
10711,Q9H0H5,PF00620
10712,Q9H0H5,PF00130
10713,Q9H0I2,PF13864
10714,Q9H0I3,PF13870
10715,Q9H0I9,PF02779
10716,Q9H0I9,PF02780
10717,Q9H0I9,PF00456
10718,Q9H0L4,PF14327
10719,Q9H0L4,PF00076
10720,Q9H0L4,PF14304
10721,Q9H0N0,PF00071
10722,Q9H0P0,PF05822
10723,Q9H0Q0,PF07159
10724,Q9H0Q3,PF02038
10725,Q9H0R1,PF00928
10726,Q9H0R4,PF13344
10727,Q9H0R4,PF13242
10728,Q9H0R6,PF01425
10729,Q9H0R8,PF02991
10730,Q9H0S4,PF00270
10731,Q9H0S4,PF00271
10732,Q9H0T7,PF00071
10733,Q9H0U3,PF04756
10734,Q9H0U4,PF00071
10735,Q9H0U6,PF00861
10736,Q9H0U9,PF00956
10737,Q9H0V9,PF03388
10738,Q9H0W5,PF14893
10739,Q9H0W7,PF05485
10740,Q9H0W8,PF10220
10741,Q9H0W9,PF08925
10742,Q9H0Y0,PF03987
10743,Q9H0Z9,PF00076
10744,Q9H115,PF14938
10745,Q9H147,PF18192
10746,Q9H160,PF12998
10747,Q9H161,PF03826
10748,Q9H161,PF00046
10749,Q9H171,PF02295
10750,Q9H175,PF16019
10751,Q9H190,PF00595
10752,Q9H1B4,PF09162
10753,Q9H1C0,PF00001
10754,Q9H1C4,PF05978
10755,Q9H1C7,PF12734
10756,Q9H1D9,PF05158
10757,Q9H1E1,PF00074
10758,Q9H1J1,PF03467
10759,Q9H1J5,PF00110
10760,Q9H1J7,PF00110
10761,Q9H1K1,PF01592
10762,Q9H1N7,PF08449
10763,Q9H1R3,PF00069
10764,Q9H1Y0,PF04106
10765,Q9H1Y3,PF00001
10766,Q9H1Z4,PF00400
10767,Q9H201,PF02809
10768,Q9H201,PF01417
10769,Q9H205,PF13853
10770,Q9H207,PF13853
10771,Q9H208,PF13853
10772,Q9H209,PF13853
10773,Q9H210,PF13853
10774,Q9H211,PF16679
10775,Q9H211,PF08839
10776,Q9H221,PF00005
10777,Q9H221,PF01061
10778,Q9H221,PF19055
10779,Q9H222,PF00005
10780,Q9H222,PF01061
10781,Q9H222,PF19055
10782,Q9H223,PF00350
10783,Q9H223,PF16880
10784,Q9H223,PF12763
10785,Q9H223,PF18150
10786,Q9H227,PF00232
10787,Q9H228,PF00001
10788,Q9H237,PF03062
10789,Q9H244,PF00001
10790,Q9H255,PF13853
10791,Q9H257,PF00619
10792,Q9H267,PF00995
10793,Q9H293,PF06083
10794,Q9H295,PF07782
10795,Q9H299,PF04908
10796,Q9H2A2,PF00171
10797,Q9H2A9,PF03567
10798,Q9H2B2,PF00168
10799,Q9H2C0,PF01344
10800,Q9H2C0,PF07707
10801,Q9H2C0,PF00651
10802,Q9H2C2,PF04161
10803,Q9H2D1,PF00153
10804,Q9H2F3,PF01073
10805,Q9H2G4,PF00956
10806,Q9H2G9,PF08227
10807,Q9H2H0,PF02008
10808,Q9H2H8,PF00160
10809,Q9H2H9,PF01490
10810,Q9H2J4,PF02114
10811,Q9H2K0,PF05198
10812,Q9H2M3,PF02574
10813,Q9H2P9,PF00590
10814,Q9H2S1,PF07885
10815,Q9H2S1,PF02888
10816,Q9H2S1,PF03530
10817,Q9H2S9,PF00096
10818,Q9H2U2,PF00719
10819,Q9H2V7,PF07690
10820,Q9H2W6,PF11788
10821,Q9H2X3,PF00059
10822,Q9H300,PF01694
10823,Q9H306,PF00413
10824,Q9H306,PF01471
10825,Q9H306,PF00045
10826,Q9H310,PF00909
10827,Q9H313,PF04906
10828,Q9H320,PF15231
10829,Q9H334,PF00250
10830,Q9H334,PF16159
10831,Q9H336,PF03815
10832,Q9H336,PF00188
10833,Q9H342,PF13853
10834,Q9H361,PF00076
10835,Q9H361,PF00658
10836,Q9H3D4,PF00870
10837,Q9H3D4,PF07647
10838,Q9H3D4,PF07710
10839,Q9H3F6,PF02214
10840,Q9H3G5,PF00450
10841,Q9H3H1,PF12171
10842,Q9H3H1,PF01715
10843,Q9H3H5,PF00953
10844,Q9H3K2,PF01027
10845,Q9H3K6,PF01722
10846,Q9H3L0,PF10229
10847,Q9H3M0,PF00520
10848,Q9H3M0,PF02214
10849,Q9H3M7,PF02752
10850,Q9H3M7,PF00339
10851,Q9H3N1,PF00085
10852,Q9H3N8,PF00001
10853,Q9H3P7,PF13897
10854,Q9H3P7,PF00887
10855,Q9H3Q1,PF00786
10856,Q9H3Q1,PF14957
10857,Q9H3Q3,PF06990
10858,Q9H3R2,PF01390
10859,Q9H3R5,PF05837
10860,Q9H3S3,PF15494
10861,Q9H3S3,PF00089
10862,Q9H3S4,PF04263
10863,Q9H3S4,PF04265
10864,Q9H3S5,PF05007
10865,Q9H3Y6,PF00017
10866,Q9H3Y6,PF07714
10867,Q9H3Z4,PF00226
10868,Q9H400,PF15332
10869,Q9H410,PF08202
10870,Q9H425,PF15797
10871,Q9H426,PF00168
10872,Q9H427,PF07885
10873,Q9H444,PF03357
10874,Q9H461,PF01392
10875,Q9H461,PF01534
10876,Q9H469,PF00646
10877,Q9H469,PF13516
10878,Q9H477,PF00294
10879,Q9H479,PF03881
10880,Q9H488,PF10250
10881,Q9H490,PF06728
10882,Q9H492,PF02991
10883,Q9H497,PF06309
10884,Q9H4A4,PF17900
10885,Q9H4A4,PF01433
10886,Q9H4A4,PF09127
10887,Q9H4A5,PF05719
10888,Q9H4A6,PF05719
10889,Q9H4B0,PF00814
10890,Q9H4B4,PF00069
10891,Q9H4B4,PF00659
10892,Q9H4B6,PF00397
10893,Q9H4B7,PF00091
10894,Q9H4B7,PF03953
10895,Q9H4D5,PF09162
10896,Q9H4D5,PF02136
10897,Q9H4E5,PF00071
10898,Q9H4E7,PF00169
10899,Q9H4F1,PF00777
10900,Q9H4G4,PF00188
10901,Q9H4H8,PF07894
10902,Q9H4I9,PF10161
10903,Q9H4K1,PF05914
10904,Q9H4K7,PF01926
10905,Q9H4K7,PF01018
10906,Q9H4L4,PF19722
10907,Q9H4L4,PF02902
10908,Q9H4M3,PF04300
10909,Q9H4M3,PF12937
10910,Q9H4M9,PF00350
10911,Q9H4M9,PF16880
10912,Q9H4M9,PF12763
10913,Q9H4M9,PF18150
10914,Q9H4P4,PF13923
10915,Q9H4P4,PF08941
10916,Q9H4X1,PF15151
10917,Q9H4Y5,PF13410
10918,Q9H4Y5,PF13417
10919,Q9H503,PF02961
10920,Q9H553,PF00534
10921,Q9H553,PF13439
10922,Q9H560,PF12796
10923,Q9H560,PF00023
10924,Q9H596,PF00782
10925,Q9H598,PF01490
10926,Q9H5F2,PF06608
10927,Q9H5I1,PF00856
10928,Q9H5I1,PF05033
10929,Q9H5I1,PF00385
10930,Q9H5J4,PF01151
10931,Q9H5J8,PF15333
10932,Q9H5N1,PF03528
10933,Q9H5N1,PF09311
10934,Q9H5P4,PF00595
10935,Q9H5Q4,PF00398
10936,Q9H5X1,PF01883
10937,Q9H611,PF02689
10938,Q9H611,PF05970
10939,Q9H633,PF04032
10940,Q9H668,PF01336
10941,Q9H668,PF09170
10942,Q9H6B4,PF13895
10943,Q9H6B4,PF07686
10944,Q9H6D3,PF09815
10945,Q9H6D7,PF14735
10946,Q9H6E4,PF15002
10947,Q9H6F2,PF05197
10948,Q9H6F5,PF03879
10949,Q9H6H4,PF03134
10950,Q9H6I2,PF12067
10951,Q9H6I2,PF00505
10952,Q9H6L4,PF00514
10953,Q9H6Q3,PF00017
10954,Q9H6Q3,PF00018
10955,Q9H6Q4,PF02256
10956,Q9H6Q4,PF02906
10957,Q9H6R6,PF01529
10958,Q9H6R6,PF07653
10959,Q9H6T3,PF00515
10960,Q9H6T3,PF13181
10961,Q9H6T3,PF13176
10962,Q9H6T3,PF13877
10963,Q9H6U8,PF03901
10964,Q9H6X2,PF00092
10965,Q9H6X2,PF05586
10966,Q9H6X2,PF05587
10967,Q9H6Y7,PF13639
10968,Q9H6Y7,PF02225
10969,Q9H6Z4,PF00638
10970,Q9H6Z9,PF13640
10971,Q9H772,PF03045
10972,Q9H777,PF12706
10973,Q9H777,PF00753
10974,Q9H788,PF00017
10975,Q9H790,PF09810
10976,Q9H7B2,PF04427
10977,Q9H7B4,PF00856
10978,Q9H7B4,PF01753
10979,Q9H7D7,PF17814
10980,Q9H7D7,PF00400
10981,Q9H7E2,PF00627
10982,Q9H7E2,PF08585
10983,Q9H7E2,PF00567
10984,Q9H7H0,PF09243
10985,Q9H7L9,PF08598
10986,Q9H7P6,PF10240
10987,Q9H7S9,PF12402
10988,Q9H7T9,PF15334
10989,Q9H7X0,PF00583
10990,Q9H7X7,PF08477
10991,Q9H7Z6,PF11717
10992,Q9H7Z6,PF17772
10993,Q9H7Z6,PF01853
10994,Q9H7Z7,PF13417
10995,Q9H813,PF15122
10996,Q9H814,PF10258
10997,Q9H816,PF07522
10998,Q9H832,PF00179
10999,Q9H840,PF11095
11000,Q9H840,PF12901
11001,Q9H845,PF02770
11002,Q9H845,PF02771
11003,Q9H845,PF00441
11004,Q9H875,PF06658
11005,Q9H8H3,PF08241
11006,Q9H8M7,PF13898
11007,Q9H8M9,PF14851
11008,Q9H8N7,PF15997
11009,Q9H8P0,PF02544
11010,Q9H8S9,PF03637
11011,Q9H8T0,PF00179
11012,Q9H8W4,PF00169
11013,Q9H8W4,PF01363
11014,Q9H8W5,PF00643
11015,Q9H8W5,PF00630
11016,Q9H8W5,PF13445
11017,Q9H8X2,PF06090
11018,Q9H8X9,PF01529
11019,Q9H8Y8,PF04495
11020,Q9H900,PF09817
11021,Q9H902,PF03134
11022,Q9H903,PF02882
11023,Q9H903,PF00763
11024,Q9H910,PF17054
11025,Q9H936,PF00153
11026,Q9H944,PF08612
11027,Q9H974,PF01702
11028,Q9H981,PF00022
11029,Q9H9A6,PF00560
11030,Q9H9A6,PF13855
11031,Q9H9A7,PF08585
11032,Q9H9A7,PF16099
11033,Q9H9B4,PF03820
11034,Q9H9C1,PF04840
11035,Q9H9E1,PF12796
11036,Q9H9F9,PF00022
11037,Q9H9H4,PF07200
11038,Q9H9L3,PF00929
11039,Q9H9L4,PF13891
11040,Q9H9P2,PF00059
11041,Q9H9P5,PF00642
11042,Q9H9P5,PF13920
11043,Q9H9P5,PF18384
11044,Q9H9P8,PF01266
11045,Q9H9Q2,PF01399
11046,Q9H9Q2,PF18392
11047,Q9H9Q4,PF09302
11048,Q9H9S0,PF00046
11049,Q9H9S3,PF10559
11050,Q9H9S3,PF00344
11051,Q9H9S4,PF08569
11052,Q9H9S5,PF04991
11053,Q9H9T3,PF16199
11054,Q9H9T3,PF00583
11055,Q9H9T3,PF04055
11056,Q9H9Y2,PF04427
11057,Q9H9Z2,PF00313
11058,Q9H9Z2,PF00098
11059,Q9HA64,PF03881
11060,Q9HA65,PF12068
11061,Q9HA65,PF00566
11062,Q9HA82,PF03798
11063,Q9HA82,PF00046
11064,Q9HAB3,PF06237
11065,Q9HAB8,PF04127
11066,Q9HAC7,PF02515
11067,Q9HAD4,PF00400
11068,Q9HAF1,PF09340
11069,Q9HAJ7,PF13867
11070,Q9HAJ7,PF13866
11071,Q9HAN9,PF01467
11072,Q9HAP6,PF02828
11073,Q9HAP6,PF00595
11074,Q9HAS3,PF07662
11075,Q9HAS3,PF01773
11076,Q9HAS3,PF07670
11077,Q9HAT2,PF03629
11078,Q9HAT8,PF04710
11079,Q9HAV0,PF00400
11080,Q9HAV5,PF00020
11081,Q9HAV7,PF01025
11082,Q9HAW0,PF08271
11083,Q9HAW7,PF00201
11084,Q9HAW8,PF00201
11085,Q9HAW9,PF00201
11086,Q9HAY2,PF01454
11087,Q9HAY6,PF03055
11088,Q9HB03,PF01151
11089,Q9HB07,PF03690
11090,Q9HB14,PF07885
11091,Q9HB19,PF00169
11092,Q9HB20,PF00169
11093,Q9HB21,PF00169
11094,Q9HB29,PF13895
11095,Q9HB29,PF18452
11096,Q9HB29,PF01582
11097,Q9HB40,PF00450
11098,Q9HB55,PF00067
11099,Q9HB58,PF03172
11100,Q9HB58,PF01342
11101,Q9HB63,PF01759
11102,Q9HB63,PF00055
11103,Q9HB63,PF00053
11104,Q9HB65,PF07303
11105,Q9HB65,PF10390
11106,Q9HB71,PF04969
11107,Q9HB71,PF05002
11108,Q9HB71,PF09032
11109,Q9HB89,PF00001
11110,Q9HB90,PF04670
11111,Q9HB96,PF11510
11112,Q9HBA9,PF04389
11113,Q9HBA9,PF04253
11114,Q9HBE1,PF13894
11115,Q9HBE1,PF16637
11116,Q9HBE1,PF13912
11117,Q9HBE1,PF00651
11118,Q9HBE1,PF00096
11119,Q9HBH0,PF00071
11120,Q9HBH1,PF01327
11121,Q9HBH5,PF00106
11122,Q9HBH7,PF04538
11123,Q9HBH9,PF00069
11124,Q9HBI0,PF00307
11125,Q9HBI1,PF00307
11126,Q9HBI6,PF00067
11127,Q9HBJ8,PF16959
11128,Q9HBL8,PF05368
11129,Q9HBM1,PF08234
11130,Q9HBM6,PF02291
11131,Q9HBU6,PF01633
11132,Q9HBU9,PF04831
11133,Q9HBW0,PF00001
11134,Q9HBW9,PF00002
11135,Q9HBW9,PF01825
11136,Q9HBW9,PF07645
11137,Q9HBW9,PF16489
11138,Q9HBY0,PF08030
11139,Q9HBY0,PF01794
11140,Q9HBY0,PF08022
11141,Q9HBY8,PF00433
11142,Q9HBY8,PF00069
11143,Q9HC07,PF01169
11144,Q9HC16,PF18782
11145,Q9HC16,PF05240
11146,Q9HC21,PF00153
11147,Q9HC23,PF06607
11148,Q9HC24,PF01027
11149,Q9HC52,PF17218
11150,Q9HC52,PF00385
11151,Q9HC58,PF01699
11152,Q9HC62,PF02902
11153,Q9HC96,PF00648
11154,Q9HC96,PF01067
11155,Q9HC97,PF00001
11156,Q9HC98,PF00069
11157,Q9HCC0,PF01039
11158,Q9HCE5,PF05063
11159,Q9HCH3,PF00168
11160,Q9HCH3,PF07002
11161,Q9HCI7,PF16685
11162,Q9HCI7,PF16682
11163,Q9HCJ1,PF07260
11164,Q9HCJ2,PF13855
11165,Q9HCJ2,PF07679
11166,Q9HCJ2,PF13306
11167,Q9HCM9,PF00643
11168,Q9HCM9,PF15227
11169,Q9HCM9,PF00622
11170,Q9HCM9,PF13765
11171,Q9HCN2,PF15338
11172,Q9HCN4,PF03029
11173,Q9HCN6,PF13895
11174,Q9HCP6,PF03062
11175,Q9HCQ5,PF00652
11176,Q9HCQ5,PF00535
11177,Q9HCS2,PF00067
11178,Q9HCS4,PF08347
11179,Q9HCS4,PF00505
11180,Q9HCT0,PF00167
11181,Q9HCU5,PF00400
11182,Q9HCU8,PF04081
11183,Q9HCU9,PF08598
11184,Q9HCY8,PF01023
11185,Q9HD15,PF07304
11186,Q9HD26,PF00595
11187,Q9HD33,PF06984
11188,Q9HD34,PF05347
11189,Q9HD36,PF00452
11190,Q9HD40,PF05889
11191,Q9HD42,PF03357
11192,Q9HD47,PF04603
11193,Q9HD89,PF06954
11194,Q9HDC5,PF02493
11195,Q9HDC9,PF03088
11196,Q9HDC9,PF20067
11197,Q9NNW7,PF02852
11198,Q9NNW7,PF07992
11199,Q9NNX6,PF00059
11200,Q9NP08,PF00046
11201,Q9NP31,PF00017
11202,Q9NP50,PF15396
11203,Q9NP55,PF01273
11204,Q9NP56,PF00233
11205,Q9NP59,PF06963
11206,Q9NP61,PF01412
11207,Q9NP62,PF03615
11208,Q9NP64,PF00575
11209,Q9NP72,PF00071
11210,Q9NP79,PF04652
11211,Q9NP79,PF18097
11212,Q9NP81,PF00587
11213,Q9NP84,PF12191
11214,Q9NP85,PF01145
11215,Q9NP86,PF13499
11216,Q9NP87,PF14792
11217,Q9NP87,PF14791
11218,Q9NP87,PF14716
11219,Q9NP87,PF10391
11220,Q9NP90,PF00071
11221,Q9NP91,PF00209
11222,Q9NP92,PF07147
11223,Q9NP94,PF02535
11224,Q9NP95,PF00167
11225,Q9NP97,PF03259
11226,Q9NP99,PF07686
11227,Q9NPA0,PF09430
11228,Q9NPA1,PF03185
11229,Q9NPA8,PF10163
11230,Q9NPB0,PF10260
11231,Q9NPB1,PF06941
11232,Q9NPB3,PF00036
11233,Q9NPB3,PF13499
11234,Q9NPB6,PF00564
11235,Q9NPB6,PF00595
11236,Q9NPB9,PF00001
11237,Q9NPC1,PF00001
11238,Q9NPC2,PF07885
11239,Q9NPC4,PF04488
11240,Q9NPC4,PF04572
11241,Q9NPC6,PF05556
11242,Q9NPC7,PF13912
11243,Q9NPC7,PF00651
11244,Q9NPC7,PF00096
11245,Q9NPC8,PF16878
11246,Q9NPC8,PF00046
11247,Q9NPD3,PF03725
11248,Q9NPD3,PF01138
11249,Q9NPD8,PF00179
11250,Q9NPE3,PF04135
11251,Q9NPF0,PF00057
11252,Q9NPF2,PF03567
11253,Q9NPF5,PF16282
11254,Q9NPF5,PF05499
11255,Q9NPF7,PF16649
11256,Q9NPF8,PF00169
11257,Q9NPF8,PF01412
11258,Q9NPG1,PF01392
11259,Q9NPG1,PF01534
11260,Q9NPG8,PF01529
11261,Q9NPH0,PF00328
11262,Q9NPH2,PF07994
11263,Q9NPH2,PF01658
11264,Q9NPH3,PF18452
11265,Q9NPH3,PF13927
11266,Q9NPH3,PF01582
11267,Q9NPH5,PF08030
11268,Q9NPH5,PF01794
11269,Q9NPH5,PF08022
11270,Q9NPH9,PF00726
11271,Q9NPI0,PF14935
11272,Q9NPI1,PF00439
11273,Q9NPI1,PF12024
11274,Q9NPI6,PF16741
11275,Q9NPI6,PF06058
11276,Q9NPI8,PF11107
11277,Q9NPI9,PF17655
11278,Q9NPI9,PF01007
11279,Q9NPJ1,PF00118
11280,Q9NPJ3,PF03061
11281,Q9NPJ4,PF15365
11282,Q9NPJ6,PF10018
11283,Q9NPJ8,PF02136
11284,Q9NPL8,PF02466
11285,Q9NPY3,PF12662
11286,Q9NPY3,PF00059
11287,Q9NPZ5,PF03360
11288,Q9NQ40,PF06237
11289,Q9NQ48,PF15294
11290,Q9NQ50,PF09812
11291,Q9NQ55,PF04427
11292,Q9NQ76,PF07175
11293,Q9NQ79,PF07593
11294,Q9NQ79,PF07645
11295,Q9NQ79,PF13517
11296,Q9NQ84,PF00003
11297,Q9NQ87,PF07527
11298,Q9NQ87,PF00010
11299,Q9NQ88,PF00300
11300,Q9NQ92,PF15340
11301,Q9NQ94,PF00076
11302,Q9NQ94,PF14709
11303,Q9NQB0,PF08347
11304,Q9NQB0,PF00505
11305,Q9NQC8,PF12317
11306,Q9NQE7,PF05577
11307,Q9NQE9,PF11969
11308,Q9NQG5,PF04818
11309,Q9NQG5,PF16566
11310,Q9NQG6,PF03281
11311,Q9NQH7,PF05195
11312,Q9NQH7,PF00557
11313,Q9NQL2,PF04670
11314,Q9NQN1,PF13853
11315,Q9NQP4,PF01920
11316,Q9NQQ7,PF03151
11317,Q9NQR1,PF00856
11318,Q9NQR4,PF00795
11319,Q9NQR9,PF01569
11320,Q9NQS5,PF00001
11321,Q9NQT4,PF03725
11322,Q9NQT4,PF01138
11323,Q9NQT5,PF15985
11324,Q9NQT6,PF06268
11325,Q9NQU5,PF00786
11326,Q9NQU5,PF00069
11327,Q9NQV8,PF00096
11328,Q9NQW7,PF00557
11329,Q9NQW7,PF01321
11330,Q9NQW7,PF16189
11331,Q9NQW7,PF16188
11332,Q9NQX1,PF13912
11333,Q9NQX1,PF12874
11334,Q9NQX1,PF00096
11335,Q9NQX7,PF04089
11336,Q9NQZ2,PF04000
11337,Q9NQZ2,PF09368
11338,Q9NQZ6,PF10146
11339,Q9NR00,PF15063
11340,Q9NR12,PF00412
11341,Q9NR12,PF00595
11342,Q9NR20,PF00069
11343,Q9NR21,PF02825
11344,Q9NR21,PF00644
11345,Q9NR22,PF06325
11346,Q9NR23,PF00688
11347,Q9NR23,PF00019
11348,Q9NR28,PF09057
11349,Q9NR31,PF00025
11350,Q9NR33,PF00808
11351,Q9NR34,PF01532
11352,Q9NR45,PF03102
11353,Q9NR46,PF14604
11354,Q9NR46,PF03114
11355,Q9NR50,PF00483
11356,Q9NR55,PF00170
11357,Q9NR56,PF14608
11358,Q9NR56,PF00642
11359,Q9NR61,PF01414
11360,Q9NR61,PF00008
11361,Q9NR61,PF12661
11362,Q9NR61,PF07657
11363,Q9NR63,PF00067
11364,Q9NR77,PF04117
11365,Q9NR80,PF00621
11366,Q9NR80,PF00018
11367,Q9NR80,PF00169
11368,Q9NR81,PF00621
11369,Q9NRA0,PF19279
11370,Q9NRA0,PF00781
11371,Q9NRA1,PF00431
11372,Q9NRA1,PF00341
11373,Q9NRA2,PF07690
11374,Q9NRB3,PF03567
11375,Q9NRC8,PF02146
11376,Q9NRD1,PF04300
11377,Q9NRD1,PF12937
11378,Q9NRD5,PF06456
11379,Q9NRD5,PF00595
11380,Q9NRF8,PF00117
11381,Q9NRF8,PF06418
11382,Q9NRF9,PF00808
11383,Q9NRG4,PF00856
11384,Q9NRG4,PF01753
11385,Q9NRG7,PF08338
11386,Q9NRG7,PF01370
11387,Q9NRG9,PF00400
11388,Q9NRH3,PF00091
11389,Q9NRH3,PF03953
11390,Q9NRJ3,PF00048
11391,Q9NRM0,PF00083
11392,Q9NRM6,PF16578
11393,Q9NRM6,PF08357
11394,Q9NRM6,PF16556
11395,Q9NRN5,PF02191
11396,Q9NRN7,PF01648
11397,Q9NRP0,PF04756
11398,Q9NRP2,PF08583
11399,Q9NRQ2,PF03803
11400,Q9NRR1,PF15153
11401,Q9NRR2,PF00089
11402,Q9NRR3,PF00786
11403,Q9NRR5,PF00627
11404,Q9NRR5,PF00240
11405,Q9NRR6,PF03372
11406,Q9NRS6,PF04212
11407,Q9NRS6,PF00787
11408,Q9NRV9,PF04832
11409,Q9NRW3,PF18782
11410,Q9NRW7,PF00995
11411,Q9NRX2,PF01196
11412,Q9NRX4,PF05005
11413,Q9NRX5,PF03348
11414,Q9NRY2,PF15925
11415,Q9NRY6,PF03803
11416,Q9NRZ5,PF16076
11417,Q9NRZ5,PF01553
11418,Q9NRZ7,PF16076
11419,Q9NRZ7,PF01553
11420,Q9NS00,PF02434
11421,Q9NS18,PF00462
11422,Q9NS23,PF16517
11423,Q9NS23,PF00788
11424,Q9NS25,PF07458
11425,Q9NS26,PF07458
11426,Q9NS37,PF00170
11427,Q9NS61,PF13833
11428,Q9NS61,PF13499
11429,Q9NS69,PF04281
11430,Q9NS75,PF00001
11431,Q9NS82,PF13520
11432,Q9NS84,PF00685
11433,Q9NS86,PF05147
11434,Q9NS91,PF13923
11435,Q9NS91,PF02037
11436,Q9NS93,PF13886
